LatGrid,LonGrid,Count,Gi_star_z,Hotspot_Class
39,-90,225,0.26596936743352356,Not Significant
39,-89,272,0.7831424959830495,Not Significant
39,-88,478,1.661262359113581,Hot Spot (90%)
39,-87,14090,0.9228802259397539,Not Significant
39,-86,3281,1.5005796073819968,Not Significant
39,-85,7842,0.3854167755446278,Not Significant
39,-84,3066,0.9018657616562604,Not Significant
39,-83,3424,0.40314229170198707,Not Significant
39,-82,706,0.8684014975548904,Not Significant
39,-81,608,1.1180927279584494,Not Significant
39,-80,1145,2.1046642313889063,Hot Spot (95%)
39,-79,2175,3.2449374116946363,Hot Spot (99%)
39,-78,7107,4.338885193177006,Hot Spot (99%)
39,-77,16149,5.796497686300878,Hot Spot (99%)
39,-76,29127,8.705308293687501,Hot Spot (99%)
39,-75,4693,11.55017727607791,Hot Spot (99%)
40,-125,571,-0.3505976331769257,Not Significant
40,-124,933,-0.28235939333848253,Not Significant
40,-123,928,0.02797924289260817,Not Significant
40,-122,950,-0.22394689774422516,Not Significant
40,-121,906,-0.4544062237230925,Not Significant
40,-120,11,-0.7787949819105678,Not Significant
40,-119,146,-1.1137185061710946,Not Significant
40,-118,294,-1.3012141504635686,Not Significant
40,-117,484,-1.1638789569383925,Not Significant
40,-116,333,-1.3016623368440492,Not Significant
40,-115,19,-1.1883777550644699,Not Significant
40,-114,4,-1.127746218460647,Not Significant
40,-113,609,-1.093116177421675,Not Significant
40,-112,2749,-1.1853033322938826,Not Significant
40,-111,109,-1.1619635486709001,Not Significant
40,-110,57,-1.1862412555274962,Not Significant
40,-109,96,-1.0428548840871104,Not Significant
40,-108,612,-0.52630506539658,Not Significant
40,-107,445,0.49069594290928126,Not Significant
40,-106,4066,0.8080575087801294,Not Significant
40,-105,4107,0.8487042485747517,Not Significant
40,-104,1160,0.39638252888924497,Not Significant
40,-103,325,-0.3884228596714181,Not Significant
40,-102,136,-1.226356285078188,Not Significant
40,-101,155,-1.3106487004786815,Not Significant
40,-100,361,-1.3421685738246543,Not Significant
40,-99,336,-1.2515643558430438,Not Significant
40,-98,381,-1.0311487339438525,Not Significant
40,-97,714,-0.8131866099350362,Not Significant
40,-96,475,-0.6319706879630937,Not Significant
40,-95,171,-0.5854646924492242,Not Significant
40,-94,342,-0.6618588340472222,Not Significant
40,-93,462,-0.7330051238200608,Not Significant
40,-92,552,-0.8582293234416609,Not Significant
40,-91,131,-0.5569469524665513,Not Significant
40,-90,949,0.9320657717253554,Not Significant
40,-89,523,1.9324330226398454,Hot Spot (90%)
40,-88,669,2.61711860428666,Hot Spot (99%)
40,-87,2697,2.6172510019763884,Hot Spot (99%)
40,-86,1621,2.4895628945862747,Hot Spot (95%)
40,-85,982,1.3604033799782913,Not Significant
40,-84,2346,1.347456162332572,Not Significant
40,-83,1603,1.4305376086364798,Not Significant
40,-82,1045,1.582413320751393,Not Significant
40,-81,15125,0.8528545532640028,Not Significant
40,-80,15591,1.5202849941080683,Not Significant
40,-79,3801,3.065664590756139,Hot Spot (99%)
40,-78,6484,5.3600164475625,Hot Spot (99%)
40,-77,14754,7.957974733391991,Hot Spot (99%)
40,-76,31295,9.083556163556572,Hot Spot (99%)
40,-75,49107,9.848868334813732,Hot Spot (99%)
40,-74,102039,6.744260005235499,Hot Spot (99%)
40,-73,1109,10.888508565259995,Hot Spot (99%)
41,-125,977,-0.5522406499826629,Not Significant
41,-124,432,-0.5380572669686574,Not Significant
41,-123,1095,-0.5658761510955096,Not Significant
41,-122,272,-0.5543545388333049,Not Significant
41,-121,298,-0.8772846581168576,Not Significant
41,-120,3,-1.1095805038915292,Not Significant
41,-119,24,-1.0272549394331085,Not Significant
41,-118,32,-1.040133658830482,Not Significant
41,-117,1,-1.0383510652749313,Not Significant
41,-116,155,-1.014957826429762,Not Significant
41,-115,562,-1.0359222379997886,Not Significant
41,-114,1,-1.097512210489142,Not Significant
41,-113,1172,-1.1249413167939053,Not Significant
41,-112,1007,-1.1096967681164027,Not Significant
41,-111,305,-1.1729355487717714,Not Significant
41,-110,449,-1.2028073831544461,Not Significant
41,-109,121,-1.2139435305030692,Not Significant
41,-108,46,-0.774937047725376,Not Significant
41,-107,56,-0.03695688848459988,Not Significant
41,-106,663,0.17305506363747106,Not Significant
41,-105,310,0.2487027778725097,Not Significant
41,-104,142,-0.09679550760468238,Not Significant
41,-103,223,-0.6950510599568741,Not Significant
41,-102,172,-1.3242450145202316,Not Significant
41,-101,147,-1.3613848718353336,Not Significant
41,-100,59,-1.3175199779569016,Not Significant
41,-99,24,-1.1952767798527628,Not Significant
41,-98,204,-1.0833697334464683,Not Significant
41,-97,1121,-0.8837323269644032,Not Significant
41,-96,2273,-0.849658650329319,Not Significant
41,-95,440,-0.6335798784657853,Not Significant
41,-94,3025,-0.6702324842734863,Not Significant
41,-93,716,-0.7433095365593885,Not Significant
41,-92,2768,-0.8099674445327875,Not Significant
41,-91,1098,0.3534858875269423,Not Significant
41,-90,587,1.3301236338696056,Not Significant
41,-89,7773,2.4040405033667045,Hot Spot (95%)
41,-88,36694,1.4842325822462854,Not Significant
41,-87,2165,3.049283526066049,Hot Spot (99%)
41,-86,4777,2.482743447925109,Hot Spot (95%)
41,-85,3247,2.0509855652894027,Hot Spot (95%)
41,-84,3808,1.2421108424270322,Not Significant
41,-83,1453,1.5992368907179448,Not Significant
41,-82,7811,1.3438079179804736,Not Significant
41,-81,2883,1.3933485319885999,Not Significant
41,-80,3045,1.4766673040781182,Not Significant
41,-79,1493,2.1751979645669337,Hot Spot (95%)
41,-78,1471,3.567832221261878,Hot Spot (99%)
41,-77,2042,5.099537985693924,Hot Spot (99%)
41,-76,8250,8.291602949792285,Hot Spot (99%)
41,-75,4797,9.70526971741737,Hot Spot (99%)
41,-74,15909,9.416544749101726,Hot Spot (99%)
41,-73,10810,7.003480559292749,Hot Spot (99%)
41,-72,6456,4.682146159991218,Hot Spot (99%)
41,-71,1095,1.3829032242487713,Not Significant
41,-70,99,0.9444709445627305,Not Significant
42,-125,275,-0.4281291760099372,Not Significant
42,-124,917,-0.4983589277904648,Not Significant
42,-123,4328,-0.622045055168931,Not Significant
42,-122,452,-0.7204925066151094,Not Significant
42,-121,254,-0.9599898142555575,Not Significant
42,-120,18,-1.1152542309970463,Not Significant
42,-119,4,-1.0045919214968315,Not Significant
42,-118,75,-0.9588781154998074,Not Significant
42,-117,6,-0.8263150214714222,Not Significant
42,-116,58,-0.924839226572793,Not Significant
42,-115,699,-1.0310738396570094,Not Significant
42,-114,437,-1.170182026029381,Not Significant
42,-113,176,-1.1310020913517993,Not Significant
42,-112,151,-1.122616800778988,Not Significant
42,-111,121,-1.1740109750486096,Not Significant
42,-110,1,-1.2447096006595317,Not Significant
42,-109,46,-1.3395601147793095,Not Significant
42,-108,6,-1.2112988653609829,Not Significant
42,-107,511,-1.1252619422971306,Not Significant
42,-106,336,-0.7856982037754647,Not Significant
42,-105,139,-0.6131081668292421,Not Significant
42,-104,42,-1.1229609120139443,Not Significant
42,-103,21,-1.2457901563514802,Not Significant
42,-102,92,-1.3407713291672352,Not Significant
42,-101,10,-1.362763528260909,Not Significant
42,-100,16,-1.342380860434352,Not Significant
42,-99,67,-1.2835568628018093,Not Significant
42,-98,168,-1.184954814199574,Not Significant
42,-97,694,-1.0996457409205487,Not Significant
42,-96,312,-0.7666152064277149,Not Significant
42,-95,350,-0.6273386201144835,Not Significant
42,-94,748,-0.5454888839105211,Not Significant
42,-93,604,-0.6639512855361591,Not Significant
42,-92,690,-0.48302331183400543,Not Significant
42,-91,631,0.04293216294703897,Not Significant
42,-90,833,1.3613008693229374,Not Significant
42,-89,7929,1.9589923112114145,Hot Spot (90%)
42,-88,21503,1.7732027209167451,Hot Spot (90%)
42,-87,1071,2.871249480921933,Hot Spot (99%)
42,-86,2738,1.8622143444172325,Hot Spot (90%)
42,-85,1784,1.2318646921696523,Not Significant
42,-84,19437,0.06578616396445151,Not Significant
42,-83,3588,1.3263804320419361,Not Significant
42,-81,588,1.5725406528876829,Not Significant
42,-80,913,1.2015641633330258,Not Significant
42,-79,4435,1.0140191997598138,Not Significant
42,-78,1067,1.7555456107930216,Hot Spot (90%)
42,-77,2244,2.859936771659669,Hot Spot (99%)
42,-76,1895,5.849762011637974,Hot Spot (99%)
42,-75,1870,6.164683917571519,Hot Spot (99%)
42,-74,5260,6.011868400593017,Hot Spot (99%)
42,-73,1479,5.279652511741411,Hot Spot (99%)
42,-72,15152,2.8458814872016434,Hot Spot (99%)
42,-71,1329,0.8066757103548483,Not Significant
43,-125,616,-0.1900044831096017,Not Significant
43,-124,1174,-0.1811467178952441,Not Significant
43,-123,620,-0.2609587995327197,Not Significant
43,-122,806,-0.4837394366478191,Not Significant
43,-121,97,-0.6689229061366837,Not Significant
43,-120,110,-0.92254650141053,Not Significant
43,-119,78,-0.9448015168785725,Not Significant
43,-118,100,-0.7758718300197378,Not Significant
43,-117,11238,-1.2791859854244279,Not Significant
43,-116,75,-0.8255125717793431,Not Significant
43,-115,155,-0.9911698832578484,Not Significant
43,-114,70,-1.0124965729144657,Not Significant
43,-113,318,-1.2013709795801353,Not Significant
43,-112,990,-1.1962476383723002,Not Significant
43,-111,474,-1.253929380395051,Not Significant
43,-110,43,-1.2826244631997794,Not Significant
43,-109,108,-1.3484492047157604,Not Significant
43,-108,34,-1.3438927745906601,Not Significant
43,-107,191,-1.353240771009315,Not Significant
43,-106,49,-1.2625594258907524,Not Significant
43,-105,78,-1.2738265452777708,Not Significant
43,-104,227,-1.342873806742733,Not Significant
43,-103,25,-1.3706894725674899,Not Significant
43,-102,156,-1.3836693789109886,Not Significant
43,-101,705,-1.4131619899187238,Not Significant
43,-100,150,-1.366448156560319,Not Significant
43,-99,77,-1.3079980057105391,Not Significant
43,-98,339,-1.224386851243871,Not Significant
43,-97,629,-1.1686996227523376,Not Significant
43,-96,327,-0.7364161012145177,Not Significant
43,-95,328,-0.5521440735173277,Not Significant
43,-94,357,-0.3925484769097105,Not Significant
43,-93,345,-0.4458853915652872,Not Significant
43,-92,789,-0.5036348959125613,Not Significant
43,-91,372,-0.43281173664904715,Not Significant
43,-90,2226,0.9110922501326933,Not Significant
43,-89,3366,1.33479911074809,Not Significant
43,-88,1217,1.7246577409113393,Hot Spot (90%)
43,-87,398,1.441090609165003,Not Significant
43,-86,602,1.1566091004955013,Not Significant
43,-85,721,0.1901321149039486,Not Significant
43,-84,814,0.7483430121910168,Not Significant
43,-83,88,0.7811083883601758,Not Significant
43,-80,246,0.555640337922509,Not Significant
43,-79,712,0.08444757418060514,Not Significant
43,-78,3146,0.09621305093588707,Not Significant
43,-77,2784,0.28644021244458506,Not Significant
43,-76,1262,0.965232259175755,Not Significant
43,-75,516,1.5302213820756234,Not Significant
43,-74,1252,2.9798648373203394,Hot Spot (99%)
43,-73,1049,0.8020972542897054,Not Significant
43,-72,1130,0.7615203394002734,Not Significant
43,-71,2271,0.1369182229412956,Not Significant
43,-70,101,-0.10718253684041622,Not Significant
44,-125,283,-0.0045744509932803415,Not Significant
44,-124,2207,-0.13771356877482815,Not Significant
44,-123,1858,0.2914755496449662,Not Significant
44,-122,2898,-0.42797838950613676,Not Significant
44,-121,341,-0.5646310426176542,Not Significant
44,-120,160,-1.0301900800053339,Not Significant
44,-119,149,-0.8427096217116323,Not Significant
44,-118,390,-0.8130349126980819,Not Significant
44,-117,700,-0.7598783921884903,Not Significant
44,-116,57,-0.9321429416094856,Not Significant
44,-115,35,-1.0327892368783558,Not Significant
44,-114,17,-1.2855408738362926,Not Significant
44,-113,26,-1.2255874273427076,Not Significant
44,-112,467,-1.2345408067082493,Not Significant
44,-111,66,-1.266811018688599,Not Significant
44,-110,144,-1.3142162180718584,Not Significant
44,-109,87,-1.3575644995408063,Not Significant
44,-108,138,-1.3789924734529302,Not Significant
44,-107,169,-1.3722465096054428,Not Significant
44,-106,77,-1.3694498389820502,Not Significant
44,-105,62,-1.3817187925047831,Not Significant
44,-104,561,-1.42292449738075,Not Significant
44,-103,2,-1.3918610363146948,Not Significant
44,-102,5,-1.3943136639103064,Not Significant
44,-101,46,-1.39010485000132,Not Significant
44,-100,62,-1.392338875033844,Not Significant
44,-99,71,-1.3440125732732122,Not Significant
44,-98,242,-1.3020477760419713,Not Significant
44,-97,155,-1.0521909058744578,Not Significant
44,-96,325,-0.7747639341061389,Not Significant
44,-95,325,-0.5467367248091437,Not Significant
44,-94,8733,-0.8041754714250171,Not Significant
44,-93,1502,-0.5639681047394176,Not Significant
44,-92,551,-0.614324365859874,Not Significant
44,-91,315,-0.5995705831698471,Not Significant
44,-90,650,-0.2652219936865024,Not Significant
44,-89,1717,-0.07552740464841669,Not Significant
44,-88,396,0.6123899124487375,Not Significant
44,-87,104,-0.2319433425741151,Not Significant
44,-86,368,-0.07181618586746319,Not Significant
44,-85,183,-0.32412716653636436,Not Significant
44,-84,61,-0.015250865891051832,Not Significant
44,-77,5,-0.12624692006806953,Not Significant
44,-76,120,-0.12436305040376622,Not Significant
44,-75,81,-0.36998929799123964,Not Significant
44,-74,823,0.019732764094833904,Not Significant
44,-73,381,-0.030494613614588564,Not Significant
44,-72,439,-0.1410226327170391,Not Significant
44,-71,857,-0.4014893457081413,Not Significant
44,-70,998,-0.5309621465522405,Not Significant
44,-69,377,-0.7933027304150951,Not Significant
44,-68,205,-0.7116665225891635,Not Significant
45,-124,1573,0.5439001133768927,Not Significant
45,-123,10556,0.06624069042703631,Not Significant
45,-122,1463,0.28768155785634775,Not Significant
45,-121,377,-0.13731448333433102,Not Significant
45,-120,435,-0.7701879726123522,Not Significant
45,-119,3238,-0.9729173719243079,Not Significant
45,-118,281,-0.8286128668810319,Not Significant
45,-117,72,-0.865957033617457,Not Significant
45,-116,17,-0.9342355964639688,Not Significant
45,-115,13,-1.05116227723506,Not Significant
45,-114,118,-1.2851416386832073,Not Significant
45,-113,645,-1.2964869285264429,Not Significant
45,-112,693,-1.279389961229665,Not Significant
45,-111,374,-1.2826881903933667,Not Significant
45,-110,104,-1.2979931827021223,Not Significant
45,-109,138,-1.3535092774894173,Not Significant
45,-108,396,-1.3936909935323998,Not Significant
45,-107,83,-1.3927111648577506,Not Significant
45,-106,8,-1.3890496787651758,Not Significant
45,-105,45,-1.3998331326505589,Not Significant
45,-104,15,-1.4130553135427641,Not Significant
45,-103,31,-1.4115353202532523,Not Significant
45,-102,35,-1.4085198200053135,Not Significant
45,-101,11,-1.4196585027939828,Not Significant
45,-100,108,-1.4016781054991094,Not Significant
45,-99,93,-1.3623431833099926,Not Significant
45,-98,18,-1.3115986476974961,Not Significant
45,-97,476,-1.167713265049912,Not Significant
45,-96,487,-0.86483134403026,Not Significant
45,-95,519,-0.6298943951177733,Not Significant
45,-94,5301,-0.7333912945741345,Not Significant
45,-93,573,-0.6112398568349924,Not Significant
45,-92,265,-0.7355581433817193,Not Significant
45,-91,115,-0.9225206715039752,Not Significant
45,-90,370,-1.0026440098446774,Not Significant
45,-89,429,-0.8462641610157607,Not Significant
45,-88,194,-0.5533371416567656,Not Significant
45,-87,6,-1.020441143191435,Not Significant
45,-86,112,-1.0097004171330748,Not Significant
45,-85,342,-0.9756035594218788,Not Significant
45,-84,10,-0.3165145659214527,Not Significant
45,-74,41,-0.6229014199243316,Not Significant
45,-73,1,-0.7231916838504192,Not Significant
45,-72,1,-0.39766533877705484,Not Significant
45,-71,17,-0.8513701005607943,Not Significant
45,-70,168,-0.8746985384827339,Not Significant
45,-69,136,-0.8269319595946807,Not Significant
45,-68,4,-0.7827265931847049,Not Significant
46,-125,48,0.5200387691025884,Not Significant
46,-124,1434,0.6349739863288049,Not Significant
46,-123,972,0.723078732157847,Not Significant
46,-122,184,0.3926950597539323,Not Significant
46,-121,477,-0.06446985065568801,Not Significant
46,-120,271,-0.955936772555707,Not Significant
46,-119,259,-1.042902127368114,Not Significant
46,-118,125,-1.0692546440686053,Not Significant
46,-117,225,-0.8996747306322465,Not Significant
46,-116,45,-1.220025052033071,Not Significant
46,-115,103,-1.2709776755741886,Not Significant
46,-114,514,-1.3103860007140145,Not Significant
46,-113,284,-1.276796923284744,Not Significant
46,-112,206,-1.259522320739868,Not Significant
46,-111,7,-1.2698283191717492,Not Significant
46,-110,567,-1.3356583787183456,Not Significant
46,-109,27,-1.3344409613356343,Not Significant
46,-108,5,-1.352678204928949,Not Significant
46,-107,8,-1.363556792545318,Not Significant
46,-106,142,-1.3831678627274737,Not Significant
46,-105,56,-1.3928133998566643,Not Significant
46,-104,24,-1.400371433873817,Not Significant
46,-103,53,-1.4075489573599145,Not Significant
46,-102,11,-1.4049796557317218,Not Significant
46,-101,115,-1.413157234203127,Not Significant
46,-100,50,-1.4034718939618722,Not Significant
46,-99,58,-1.3712087563448065,Not Significant
46,-98,12,-1.315808361383972,Not Significant
46,-97,359,-1.2707795583333383,Not Significant
46,-96,556,-0.929308088515049,Not Significant
46,-95,367,-0.7742283820835798,Not Significant
46,-94,412,-0.6672333997325801,Not Significant
46,-93,540,-0.7337245910163854,Not Significant
46,-92,251,-0.8027607287023335,Not Significant
46,-91,143,-1.0974307621910118,Not Significant
46,-90,122,-1.0362918194271264,Not Significant
46,-89,139,-1.0011459302786885,Not Significant
46,-88,15,-1.0238685977920636,Not Significant
46,-87,73,-1.005510312055124,Not Significant
46,-86,73,-0.9808556058166836,Not Significant
46,-85,49,-0.8758578367086797,Not Significant
46,-69,43,-0.7767580663172183,Not Significant
46,-68,22,-0.711058103786674,Not Significant
47,-125,336,0.4748281450332816,Not Significant
47,-124,432,0.7754204225825456,Not Significant
47,-123,22235,-0.4530938694801371,Not Significant
47,-122,1990,0.4446872660154195,Not Significant
47,-121,721,-0.01884718027882971,Not Significant
47,-120,378,-0.44085912667260674,Not Significant
47,-119,96,-0.9044371977715916,Not Significant
47,-118,1365,-1.0107435876780946,Not Significant
47,-117,1499,-1.0432715031557172,Not Significant
47,-116,577,-1.103024545605723,Not Significant
47,-115,291,-1.1063468639705831,Not Significant
47,-114,52,-1.1252723423914015,Not Significant
47,-113,31,-1.1493915215316388,Not Significant
47,-112,399,-1.1653551584647595,Not Significant
47,-111,12,-1.1694239903434247,Not Significant
47,-110,116,-1.179968348278448,Not Significant
47,-109,15,-1.2002292780323247,Not Significant
47,-108,1,-1.215951772831958,Not Significant
47,-107,404,-1.2583089117795574,Not Significant
47,-106,1,-1.245560545245217,Not Significant
47,-105,2,-1.2593449048450922,Not Significant
47,-104,67,-1.2565780892821103,Not Significant
47,-103,32,-1.2759216162761435,Not Significant
47,-102,70,-1.2793505248007397,Not Significant
47,-101,17,-1.2752504039520383,Not Significant
47,-100,26,-1.2720757819201722,Not Significant
47,-99,17,-1.2418636447948461,Not Significant
47,-98,145,-1.2026332481432445,Not Significant
47,-97,204,-1.156033065756304,Not Significant
47,-96,184,-1.004310216981965,Not Significant
47,-95,319,-0.955900465136421,Not Significant
47,-94,567,-0.7535124513016461,Not Significant
47,-93,213,-0.8923642381722943,Not Significant
47,-92,123,-0.9268977131784234,Not Significant
47,-91,67,-1.0116946813328302,Not Significant
47,-90,4,-0.964611779484931,Not Significant
47,-89,74,-0.9219632768774183,Not Significant
47,-69,18,-0.6954977747548633,Not Significant
48,-125,126,0.25502842482335686,Not Significant
48,-124,334,0.34260158088505976,Not Significant
48,-123,1625,0.5919922013162789,Not Significant
48,-122,136,0.2022045318871353,Not Significant
48,-121,161,-0.18223684636515192,Not Significant
48,-120,194,-0.8614739123762393,Not Significant
48,-119,42,-0.834510331113234,Not Significant
48,-118,132,-0.8950245299038497,Not Significant
48,-117,166,-0.9016806499084721,Not Significant
48,-116,28,-0.9151781382581055,Not Significant
48,-115,344,-0.9947089577331162,Not Significant
48,-114,126,-1.0258381409886674,Not Significant
48,-113,20,-1.0280620916719494,Not Significant
48,-112,55,-1.019379276616415,Not Significant
48,-111,55,-1.043456354847086,Not Significant
48,-110,279,-1.0706517060017775,Not Significant
48,-109,202,-1.0720677964357435,Not Significant
48,-108,85,-1.0593880695562472,Not Significant
48,-107,119,-1.0830599143160962,Not Significant
48,-106,20,-1.0891309634253632,Not Significant
48,-105,51,-1.0949653717060124,Not Significant
48,-104,212,-1.1170053488398104,Not Significant
48,-103,17,-1.1080795017285066,Not Significant
48,-102,43,-1.1137286359298517,Not Significant
48,-101,31,-1.1158879249297065,Not Significant
48,-100,7,-1.110863234828884,Not Significant
48,-99,3,-1.0919446923790717,Not Significant
48,-98,99,-1.0714802190381074,Not Significant
48,-97,187,-1.0365802519401521,Not Significant
48,-96,86,-0.9985475839250354,Not Significant
48,-95,75,-0.9434333091860364,Not Significant
48,-94,100,-0.7877578236818246,Not Significant
48,-93,16,-0.8901771712294662,Not Significant
49,-123,1,0.40416341274819534,Not Significant
